original,sanitized
[Ntarali_Concept_296KW] PCC Total Production apparent power (kVA),ntarali_concept_296kw__pcc_total_production_apparent_power__kva
[Ntarali_Concept_296KW] PCC Total Production reactive power (kVAr),ntarali_concept_296kw__pcc_total_production_reactive_power__kvar
[Ntarali_Concept_296KW] Weather Station Ambient temperature (C),ntarali_concept_296kw__weather_station_ambient_temperature__c
[Ntarali_Concept_296KW] Weather Station Relative humidity (%),ntarali_concept_296kw__weather_station_relative_humidity__pct
[Ntarali_Concept_320KW] Ntarali_Concept_320KW Average Irradiance (W*m^-2),ntarali_concept_320kw__ntarali_concept_320kw_average_irradiance__w_m_2
[Ntarali_Concept_320KW] PCC PCC active energy export (kWh),ntarali_concept_320kw__pcc_active_energy_export__kwh
[Ntarali_Concept_320KW] PCC PCC active energy import (kWh),ntarali_concept_320kw__pcc_active_energy_import__kwh
[Ntarali_Concept_320KW] PCC PCC apparent energy (kVAh),ntarali_concept_320kw__pcc_apparent_energy__kvah
[Ntarali_Concept_320KW] PCC PCC average line voltage (Vac),ntarali_concept_320kw__pcc_average_line_voltage__vac
[Ntarali_Concept_320KW] PCC PCC current of phase L1 (A),ntarali_concept_320kw__pcc_current_of_phase_l1__a
[Ntarali_Concept_320KW] PCC PCC current of phase L2 (A),ntarali_concept_320kw__pcc_current_of_phase_l2__a
[Ntarali_Concept_320KW] PCC PCC current of phase L3 (A),ntarali_concept_320kw__pcc_current_of_phase_l3__a
[Ntarali_Concept_320KW] PCC PCC frequency (Hz),ntarali_concept_320kw__pcc_frequency__hz
[Ntarali_Concept_320KW] PCC PCC reactive energy export (kVArh),ntarali_concept_320kw__pcc_reactive_energy_export__kvarh
[Ntarali_Concept_320KW] PCC PCC reactive energy import (kVArh),ntarali_concept_320kw__pcc_reactive_energy_import__kvarh
[Ntarali_Concept_320KW] PCC PCC total power factor (-),ntarali_concept_320kw__pcc_total_power_factor
[Ntarali_Concept_320KW] PCC PCC voltage of L1-L2 (Vac),ntarali_concept_320kw__pcc_voltage_of_l1_l2__vac
[Ntarali_Concept_320KW] PCC PCC voltage of L2-L3 (Vac),ntarali_concept_320kw__pcc_voltage_of_l2_l3__vac
[Ntarali_Concept_320KW] PCC PCC voltage of L3-L1 (Vac),ntarali_concept_320kw__pcc_voltage_of_l3_l1__vac
[Ntarali_Concept_320KW] PCC Production active energy export (kWh),ntarali_concept_320kw__pcc_production_active_energy_export__kwh
[Ntarali_Concept_320KW] PCC Production active energy import (kWh),ntarali_concept_320kw__pcc_production_active_energy_import__kwh
[Ntarali_Concept_320KW] PCC Production apparent energy (kVAh),ntarali_concept_320kw__pcc_production_apparent_energy__kvah
[Ntarali_Concept_320KW] PCC Production current of phase L1 (A),ntarali_concept_320kw__pcc_production_current_of_phase_l1__a
[Ntarali_Concept_320KW] PCC Production current of phase L2 (A),ntarali_concept_320kw__pcc_production_current_of_phase_l2__a
[Ntarali_Concept_320KW] PCC Production current of phase L3 (A),ntarali_concept_320kw__pcc_production_current_of_phase_l3__a
[Ntarali_Concept_320KW] PCC Production frequency (Hz),ntarali_concept_320kw__pcc_production_frequency__hz
[Ntarali_Concept_320KW] PCC Production reactive energy export (kVArh),ntarali_concept_320kw__pcc_production_reactive_energy_export__kvarh
[Ntarali_Concept_320KW] PCC Production reactive energy import (kVArh),ntarali_concept_320kw__pcc_production_reactive_energy_import__kvarh
[Ntarali_Concept_320KW] PCC Production total power factor (-),ntarali_concept_320kw__pcc_production_total_power_factor
[Ntarali_Concept_320KW] PCC Production voltage of L1-L2 (Vac),ntarali_concept_320kw__pcc_production_voltage_of_l1_l2__vac
[Ntarali_Concept_320KW] PCC Production voltage of L2-L3 (Vac),ntarali_concept_320kw__pcc_production_voltage_of_l2_l3__vac
[Ntarali_Concept_320KW] PCC Production voltage of L3-L1 (Vac),ntarali_concept_320kw__pcc_production_voltage_of_l3_l1__vac
[Ntarali_Concept_320KW] PCC Total Production active power (kW),ntarali_concept_320kw__pcc_total_production_active_power__kw
[Ntarali_Concept_320KW] PCC Total Production apparent power (kVA),ntarali_concept_320kw__pcc_total_production_apparent_power__kva
[Ntarali_Concept_320KW] PCC Total Production reactive power (kVAr),ntarali_concept_320kw__pcc_total_production_reactive_power__kvar
[Ntarali_Concept_320KW] Weather Station Ambient Temperature (C),ntarali_concept_320kw__weather_station_ambient_temperature__c
[Ntarali_Concept_320KW] Weather Station Relative Humidity  (%),ntarali_concept_320kw__weather_station_relative_humidity__pct
[Ntarali_Concept_592KW] Ntarali_Concept_592KW Average Irradiance (W*m^-2),ntarali_concept_592kw__ntarali_concept_592kw_average_irradiance__w_m_2
[Ntarali_Concept_592KW] PCC PCC Current THD-R of neutral (%),ntarali_concept_592kw__pcc_current_thd_r_of_neutral__pct
[Ntarali_Concept_592KW] PCC PCC Current THD-R of phase L1 (%),ntarali_concept_592kw__pcc_current_thd_r_of_phase_l1__pct
[Ntarali_Concept_592KW] PCC PCC Current THD-R of phase L2 (%),ntarali_concept_592kw__pcc_current_thd_r_of_phase_l2__pct
[Ntarali_Concept_592KW] PCC PCC Current THD-R of phase L3 (%),ntarali_concept_592kw__pcc_current_thd_r_of_phase_l3__pct
[Ntarali_Concept_592KW] PCC PCC active energy export (kWh),ntarali_concept_592kw__pcc_active_energy_export__kwh
[Ntarali_Concept_592KW] PCC PCC active energy import (kWh),ntarali_concept_592kw__pcc_active_energy_import__kwh
[Ntarali_Concept_592KW] PCC PCC apparent energy (kVAh),ntarali_concept_592kw__pcc_apparent_energy__kvah
[Ntarali_Concept_592KW] PCC PCC average current (A),ntarali_concept_592kw__pcc_average_current__a
[Ntarali_Concept_592KW] PCC PCC average line voltage (Vac),ntarali_concept_592kw__pcc_average_line_voltage__vac
[Ntarali_Concept_592KW] PCC PCC average phase voltage (Vac),ntarali_concept_592kw__pcc_average_phase_voltage__vac
[Ntarali_Concept_592KW] PCC PCC current of phase L1 (A),ntarali_concept_592kw__pcc_current_of_phase_l1__a
[Ntarali_Concept_592KW] PCC PCC current of phase L2 (A),ntarali_concept_592kw__pcc_current_of_phase_l2__a
[Ntarali_Concept_592KW] PCC PCC current of phase L3 (A),ntarali_concept_592kw__pcc_current_of_phase_l3__a
[Ntarali_Concept_592KW] PCC PCC current unbalance of phase L1 (%),ntarali_concept_592kw__pcc_current_unbalance_of_phase_l1__pct
[Ntarali_Concept_592KW] PCC PCC current unbalance of phase L2 (%),ntarali_concept_592kw__pcc_current_unbalance_of_phase_l2__pct
[Ntarali_Concept_592KW] PCC PCC current unbalance of phase L3 (%),ntarali_concept_592kw__pcc_current_unbalance_of_phase_l3__pct
[Ntarali_Concept_592KW] PCC PCC frequency (Hz),ntarali_concept_592kw__pcc_frequency__hz
[Ntarali_Concept_592KW] PCC PCC power factor of phase L1 (-),ntarali_concept_592kw__pcc_power_factor_of_phase_l1
[Ntarali_Concept_592KW] PCC PCC power factor of phase L2 (-),ntarali_concept_592kw__pcc_power_factor_of_phase_l2
[Ntarali_Concept_592KW] PCC PCC power factor of phase L3 (-),ntarali_concept_592kw__pcc_power_factor_of_phase_l3
[Ntarali_Concept_592KW] PCC PCC reactive energy export (kVArh),ntarali_concept_592kw__pcc_reactive_energy_export__kvarh
[Ntarali_Concept_592KW] PCC PCC reactive energy import (kVArh),ntarali_concept_592kw__pcc_reactive_energy_import__kvarh
[Ntarali_Concept_592KW] PCC PCC total power factor (-),ntarali_concept_592kw__pcc_total_power_factor
[Ntarali_Concept_592KW] PCC PCC voltage of L1-L2 (Vac),ntarali_concept_592kw__pcc_voltage_of_l1_l2__vac
[Ntarali_Concept_592KW] PCC PCC voltage of L2-L3 (Vac),ntarali_concept_592kw__pcc_voltage_of_l2_l3__vac
[Ntarali_Concept_592KW] PCC PCC voltage of L3-L1 (Vac),ntarali_concept_592kw__pcc_voltage_of_l3_l1__vac
[Ntarali_Concept_592KW] PCC Production active energy export (kWh),ntarali_concept_592kw__pcc_production_active_energy_export__kwh
[Ntarali_Concept_592KW] PCC Production active energy import (kWh),ntarali_concept_592kw__pcc_production_active_energy_import__kwh
[Ntarali_Concept_592KW] PCC Production apparent energy (kVAh),ntarali_concept_592kw__pcc_production_apparent_energy__kvah
[Ntarali_Concept_592KW] PCC Production current of phase L1 (A),ntarali_concept_592kw__pcc_production_current_of_phase_l1__a
[Ntarali_Concept_592KW] PCC Production current of phase L2 (A),ntarali_concept_592kw__pcc_production_current_of_phase_l2__a
[Ntarali_Concept_592KW] PCC Production current of phase L3 (A),ntarali_concept_592kw__pcc_production_current_of_phase_l3__a
[Ntarali_Concept_592KW] PCC Production frequency (Hz),ntarali_concept_592kw__pcc_production_frequency__hz
[Ntarali_Concept_592KW] PCC Production reactive energy export (kVArh),ntarali_concept_592kw__pcc_production_reactive_energy_export__kvarh
[Ntarali_Concept_592KW] PCC Production reactive energy import (kVArh),ntarali_concept_592kw__pcc_production_reactive_energy_import__kvarh
[Ntarali_Concept_592KW] PCC Production total power factor (-),ntarali_concept_592kw__pcc_production_total_power_factor
[Ntarali_Concept_592KW] PCC Production voltage of L1-L2 (Vac),ntarali_concept_592kw__pcc_production_voltage_of_l1_l2__vac
[Ntarali_Concept_592KW] PCC Production voltage of L2-L3 (Vac),ntarali_concept_592kw__pcc_production_voltage_of_l2_l3__vac
[Ntarali_Concept_592KW] PCC Production voltage of L3-L1 (Vac),ntarali_concept_592kw__pcc_production_voltage_of_l3_l1__vac
[Ntarali_Concept_592KW] PCC Total Production active power (kW),ntarali_concept_592kw__pcc_total_production_active_power__kw
[Ntarali_Concept_592KW] PCC Total Production apparent power (kVA),ntarali_concept_592kw__pcc_total_production_apparent_power__kva
[Ntarali_Concept_592KW] PCC Total Production reactive power (kVAr),ntarali_concept_592kw__pcc_total_production_reactive_power__kvar
[Ntarali_Konenergy_590KW] Ntarali_Konenergy_590KW Average Irradiance (W*m^-2),ntarali_konenergy_590kw__ntarali_konenergy_590kw_average_irradiance__w_m_2
[Ntarali_Konenergy_590KW] PCC PCC Current THD-R of neutral (%),ntarali_konenergy_590kw__pcc_current_thd_r_of_neutral__pct
[Ntarali_Konenergy_590KW] PCC PCC Current THD-R of phase L1 (%),ntarali_konenergy_590kw__pcc_current_thd_r_of_phase_l1__pct
[Ntarali_Konenergy_590KW] PCC PCC Current THD-R of phase L2 (%),ntarali_konenergy_590kw__pcc_current_thd_r_of_phase_l2__pct
[Ntarali_Konenergy_590KW] PCC PCC Current THD-R of phase L3 (%),ntarali_konenergy_590kw__pcc_current_thd_r_of_phase_l3__pct
[Ntarali_Konenergy_590KW] PCC PCC active energy export (kWh),ntarali_konenergy_590kw__pcc_active_energy_export__kwh
[Ntarali_Konenergy_590KW] PCC PCC active energy import (kWh),ntarali_konenergy_590kw__pcc_active_energy_import__kwh
[Ntarali_Konenergy_590KW] PCC PCC apparent energy (kVAh),ntarali_konenergy_590kw__pcc_apparent_energy__kvah
[Ntarali_Konenergy_590KW] PCC PCC average current (A),ntarali_konenergy_590kw__pcc_average_current__a
[Ntarali_Konenergy_590KW] PCC PCC average line voltage (Vac),ntarali_konenergy_590kw__pcc_average_line_voltage__vac
[Ntarali_Konenergy_590KW] PCC PCC average phase voltage (Vac),ntarali_konenergy_590kw__pcc_average_phase_voltage__vac
[Ntarali_Konenergy_590KW] PCC PCC current of phase L1 (A),ntarali_konenergy_590kw__pcc_current_of_phase_l1__a
[Ntarali_Konenergy_590KW] PCC PCC current of phase L2 (A),ntarali_konenergy_590kw__pcc_current_of_phase_l2__a
[Ntarali_Konenergy_590KW] PCC PCC current of phase L3 (A),ntarali_konenergy_590kw__pcc_current_of_phase_l3__a
[Ntarali_Konenergy_590KW] PCC PCC current unbalance of phase L1 (%),ntarali_konenergy_590kw__pcc_current_unbalance_of_phase_l1__pct
[Ntarali_Konenergy_590KW] PCC PCC current unbalance of phase L2 (%),ntarali_konenergy_590kw__pcc_current_unbalance_of_phase_l2__pct
[Ntarali_Konenergy_590KW] PCC PCC current unbalance of phase L3 (%),ntarali_konenergy_590kw__pcc_current_unbalance_of_phase_l3__pct
[Ntarali_Konenergy_590KW] PCC PCC frequency (Hz),ntarali_konenergy_590kw__pcc_frequency__hz
[Ntarali_Konenergy_590KW] PCC PCC power factor of phase L1 (-),ntarali_konenergy_590kw__pcc_power_factor_of_phase_l1
[Ntarali_Konenergy_590KW] PCC PCC power factor of phase L2 (-),ntarali_konenergy_590kw__pcc_power_factor_of_phase_l2
[Ntarali_Konenergy_590KW] PCC PCC power factor of phase L3 (-),ntarali_konenergy_590kw__pcc_power_factor_of_phase_l3
[Ntarali_Konenergy_590KW] PCC PCC reactive energy export (kVArh),ntarali_konenergy_590kw__pcc_reactive_energy_export__kvarh
[Ntarali_Konenergy_590KW] PCC PCC reactive energy import (kVArh),ntarali_konenergy_590kw__pcc_reactive_energy_import__kvarh
[Ntarali_Konenergy_590KW] PCC PCC total power factor (-),ntarali_konenergy_590kw__pcc_total_power_factor
[Ntarali_Konenergy_590KW] PCC PCC voltage of L1-L2 (Vac),ntarali_konenergy_590kw__pcc_voltage_of_l1_l2__vac
[Ntarali_Konenergy_590KW] PCC PCC voltage of L2-L3 (Vac),ntarali_konenergy_590kw__pcc_voltage_of_l2_l3__vac
[Ntarali_Konenergy_590KW] PCC PCC voltage of L3-L1 (Vac),ntarali_konenergy_590kw__pcc_voltage_of_l3_l1__vac
[Ntarali_Konenergy_590KW] PCC Production active energy export (kWh),ntarali_konenergy_590kw__pcc_production_active_energy_export__kwh
[Ntarali_Konenergy_590KW] PCC Production active energy import (kWh),ntarali_konenergy_590kw__pcc_production_active_energy_import__kwh
[Ntarali_Konenergy_590KW] PCC Production apparent energy (kVAh),ntarali_konenergy_590kw__pcc_production_apparent_energy__kvah
[Ntarali_Konenergy_590KW] PCC Production current of phase L1 (A),ntarali_konenergy_590kw__pcc_production_current_of_phase_l1__a
[Ntarali_Konenergy_590KW] PCC Production current of phase L2 (A),ntarali_konenergy_590kw__pcc_production_current_of_phase_l2__a
[Ntarali_Konenergy_590KW] PCC Production current of phase L3 (A),ntarali_konenergy_590kw__pcc_production_current_of_phase_l3__a
[Ntarali_Konenergy_590KW] PCC Production frequency (Hz),ntarali_konenergy_590kw__pcc_production_frequency__hz
[Ntarali_Konenergy_590KW] PCC Production reactive energy export (kVArh),ntarali_konenergy_590kw__pcc_production_reactive_energy_export__kvarh
[Ntarali_Konenergy_590KW] PCC Production reactive energy import (kVArh),ntarali_konenergy_590kw__pcc_production_reactive_energy_import__kvarh
[Ntarali_Konenergy_590KW] PCC Production total power factor (-),ntarali_konenergy_590kw__pcc_production_total_power_factor
[Ntarali_Konenergy_590KW] PCC Production voltage of L1-L2 (Vac),ntarali_konenergy_590kw__pcc_production_voltage_of_l1_l2__vac
[Ntarali_Konenergy_590KW] PCC Production voltage of L2-L3 (Vac),ntarali_konenergy_590kw__pcc_production_voltage_of_l2_l3__vac
[Ntarali_Konenergy_590KW] PCC Production voltage of L3-L1 (Vac),ntarali_konenergy_590kw__pcc_production_voltage_of_l3_l1__vac
[Ntarali_Konenergy_590KW] PCC Total Production active power (kW),ntarali_konenergy_590kw__pcc_total_production_active_power__kw
[Ntarali_Konenergy_590KW] PCC Total Production apparent power (kVA),ntarali_konenergy_590kw__pcc_total_production_apparent_power__kva
[Ntarali_Konenergy_590KW] PCC Total Production reactive power (kVAr),ntarali_konenergy_590kw__pcc_total_production_reactive_power__kvar
[NyConTec 993 Kwp Giannopouleika] NyConTec 993 Kwp Giannopouleika Average Irradiance (W*m^-2),nycontec_993_kwp_giannopouleika__nycontec_993_kwp_giannopouleika_average_irradiance__w_m_2
[NyConTec 993 Kwp Giannopouleika] PCC PCC Current THD-R of neutral (%),nycontec_993_kwp_giannopouleika__pcc_current_thd_r_of_neutral__pct
[NyConTec 993 Kwp Giannopouleika] PCC PCC Current THD-R of phase L1 (%),nycontec_993_kwp_giannopouleika__pcc_current_thd_r_of_phase_l1__pct
[NyConTec 993 Kwp Giannopouleika] PCC PCC Current THD-R of phase L2 (%),nycontec_993_kwp_giannopouleika__pcc_current_thd_r_of_phase_l2__pct
[NyConTec 993 Kwp Giannopouleika] PCC PCC Current THD-R of phase L3 (%),nycontec_993_kwp_giannopouleika__pcc_current_thd_r_of_phase_l3__pct
[NyConTec 993 Kwp Giannopouleika] PCC PCC active energy export (kWh),nycontec_993_kwp_giannopouleika__pcc_active_energy_export__kwh
[NyConTec 993 Kwp Giannopouleika] PCC PCC active energy import (kWh),nycontec_993_kwp_giannopouleika__pcc_active_energy_import__kwh
[NyConTec 993 Kwp Giannopouleika] PCC PCC apparent energy (kVAh),nycontec_993_kwp_giannopouleika__pcc_apparent_energy__kvah
[NyConTec 993 Kwp Giannopouleika] PCC PCC average current (A),nycontec_993_kwp_giannopouleika__pcc_average_current__a
[NyConTec 993 Kwp Giannopouleika] PCC PCC average line voltage (Vac),nycontec_993_kwp_giannopouleika__pcc_average_line_voltage__vac
[NyConTec 993 Kwp Giannopouleika] PCC PCC average phase voltage (Vac),nycontec_993_kwp_giannopouleika__pcc_average_phase_voltage__vac
[NyConTec 993 Kwp Giannopouleika] PCC PCC current of phase L1 (A),nycontec_993_kwp_giannopouleika__pcc_current_of_phase_l1__a
[NyConTec 993 Kwp Giannopouleika] PCC PCC current of phase L2 (A),nycontec_993_kwp_giannopouleika__pcc_current_of_phase_l2__a
[NyConTec 993 Kwp Giannopouleika] PCC PCC current of phase L3 (A),nycontec_993_kwp_giannopouleika__pcc_current_of_phase_l3__a
[NyConTec 993 Kwp Giannopouleika] PCC PCC current unbalance of phase L1 (%),nycontec_993_kwp_giannopouleika__pcc_current_unbalance_of_phase_l1__pct
[NyConTec 993 Kwp Giannopouleika] PCC PCC current unbalance of phase L2 (%),nycontec_993_kwp_giannopouleika__pcc_current_unbalance_of_phase_l2__pct
[NyConTec 993 Kwp Giannopouleika] PCC PCC current unbalance of phase L3 (%),nycontec_993_kwp_giannopouleika__pcc_current_unbalance_of_phase_l3__pct
[NyConTec 993 Kwp Giannopouleika] PCC PCC frequency (Hz),nycontec_993_kwp_giannopouleika__pcc_frequency__hz
[NyConTec 993 Kwp Giannopouleika] PCC PCC power factor of phase L1 (-),nycontec_993_kwp_giannopouleika__pcc_power_factor_of_phase_l1
[NyConTec 993 Kwp Giannopouleika] PCC PCC power factor of phase L2 (-),nycontec_993_kwp_giannopouleika__pcc_power_factor_of_phase_l2
[NyConTec 993 Kwp Giannopouleika] PCC PCC power factor of phase L3 (-),nycontec_993_kwp_giannopouleika__pcc_power_factor_of_phase_l3
[NyConTec 993 Kwp Giannopouleika] PCC PCC reactive energy export (kVArh),nycontec_993_kwp_giannopouleika__pcc_reactive_energy_export__kvarh
[NyConTec 993 Kwp Giannopouleika] PCC PCC reactive energy import (kVArh),nycontec_993_kwp_giannopouleika__pcc_reactive_energy_import__kvarh
[NyConTec 993 Kwp Giannopouleika] PCC PCC total power factor (-),nycontec_993_kwp_giannopouleika__pcc_total_power_factor
[NyConTec 993 Kwp Giannopouleika] PCC PCC voltage of L1-L2 (Vac),nycontec_993_kwp_giannopouleika__pcc_voltage_of_l1_l2__vac
[NyConTec 993 Kwp Giannopouleika] PCC PCC voltage of L2-L3 (Vac),nycontec_993_kwp_giannopouleika__pcc_voltage_of_l2_l3__vac
[NyConTec 993 Kwp Giannopouleika] PCC PCC voltage of L3-L1 (Vac),nycontec_993_kwp_giannopouleika__pcc_voltage_of_l3_l1__vac
[NyConTec 993 Kwp Giannopouleika] PCC Production active energy export (kWh),nycontec_993_kwp_giannopouleika__pcc_production_active_energy_export__kwh
[NyConTec 993 Kwp Giannopouleika] PCC Production active energy import (kWh),nycontec_993_kwp_giannopouleika__pcc_production_active_energy_import__kwh
[NyConTec 993 Kwp Giannopouleika] PCC Production apparent energy (kVAh),nycontec_993_kwp_giannopouleika__pcc_production_apparent_energy__kvah
[NyConTec 993 Kwp Giannopouleika] PCC Production current of phase L1 (A),nycontec_993_kwp_giannopouleika__pcc_production_current_of_phase_l1__a
[NyConTec 993 Kwp Giannopouleika] PCC Production current of phase L2 (A),nycontec_993_kwp_giannopouleika__pcc_production_current_of_phase_l2__a
[NyConTec 993 Kwp Giannopouleika] PCC Production current of phase L3 (A),nycontec_993_kwp_giannopouleika__pcc_production_current_of_phase_l3__a
[NyConTec 993 Kwp Giannopouleika] PCC Production frequency (Hz),nycontec_993_kwp_giannopouleika__pcc_production_frequency__hz
[NyConTec 993 Kwp Giannopouleika] PCC Production reactive energy export (kVArh),nycontec_993_kwp_giannopouleika__pcc_production_reactive_energy_export__kvarh
[NyConTec 993 Kwp Giannopouleika] PCC Production reactive energy import (kVArh),nycontec_993_kwp_giannopouleika__pcc_production_reactive_energy_import__kvarh
[NyConTec 993 Kwp Giannopouleika] PCC Production total power factor (-),nycontec_993_kwp_giannopouleika__pcc_production_total_power_factor
[NyConTec 993 Kwp Giannopouleika] PCC Production voltage of L1-L2 (Vac),nycontec_993_kwp_giannopouleika__pcc_production_voltage_of_l1_l2__vac
[NyConTec 993 Kwp Giannopouleika] PCC Production voltage of L2-L3 (Vac),nycontec_993_kwp_giannopouleika__pcc_production_voltage_of_l2_l3__vac
[NyConTec 993 Kwp Giannopouleika] PCC Production voltage of L3-L1 (Vac),nycontec_993_kwp_giannopouleika__pcc_production_voltage_of_l3_l1__vac
[NyConTec 993 Kwp Giannopouleika] PCC Total Production active power (kW),nycontec_993_kwp_giannopouleika__pcc_total_production_active_power__kw
[NyConTec 993 Kwp Giannopouleika] PCC Total Production apparent power (kVA),nycontec_993_kwp_giannopouleika__pcc_total_production_apparent_power__kva
[NyConTec 993 Kwp Giannopouleika] PCC Total Production reactive power (kVAr),nycontec_993_kwp_giannopouleika__pcc_total_production_reactive_power__kvar
[NyConTec 993 Kwp Giannopouleika] Weather Station Ambient Temperature (C),nycontec_993_kwp_giannopouleika__weather_station_ambient_temperature__c
[NyConTec 993 Kwp Giannopouleika] Weather Station Relative Humidity  (%),nycontec_993_kwp_giannopouleika__weather_station_relative_humidity__pct
[Palaionaziro_Iraio] PCC PCC Current THD-R of neutral (%),palaionaziro_iraio__pcc_current_thd_r_of_neutral__pct
[Palaionaziro_Iraio] PCC PCC Current THD-R of phase L1 (%),palaionaziro_iraio__pcc_current_thd_r_of_phase_l1__pct
[Palaionaziro_Iraio] PCC PCC Current THD-R of phase L2 (%),palaionaziro_iraio__pcc_current_thd_r_of_phase_l2__pct
[Palaionaziro_Iraio] PCC PCC Current THD-R of phase L3 (%),palaionaziro_iraio__pcc_current_thd_r_of_phase_l3__pct
[Palaionaziro_Iraio] PCC PCC active energy export (kWh),palaionaziro_iraio__pcc_active_energy_export__kwh
[Palaionaziro_Iraio] PCC PCC active energy import (kWh),palaionaziro_iraio__pcc_active_energy_import__kwh
[Palaionaziro_Iraio] PCC PCC apparent energy (kVAh),palaionaziro_iraio__pcc_apparent_energy__kvah
[Palaionaziro_Iraio] PCC PCC average current (A),palaionaziro_iraio__pcc_average_current__a
[Palaionaziro_Iraio] PCC PCC average line voltage (Vac),palaionaziro_iraio__pcc_average_line_voltage__vac
[Palaionaziro_Iraio] PCC PCC average phase voltage (Vac),palaionaziro_iraio__pcc_average_phase_voltage__vac
[Palaionaziro_Iraio] PCC PCC current of phase L1 (A),palaionaziro_iraio__pcc_current_of_phase_l1__a
[Palaionaziro_Iraio] PCC PCC current of phase L2 (A),palaionaziro_iraio__pcc_current_of_phase_l2__a
[Palaionaziro_Iraio] PCC PCC current of phase L3 (A),palaionaziro_iraio__pcc_current_of_phase_l3__a
[Palaionaziro_Iraio] PCC PCC current unbalance of phase L1 (%),palaionaziro_iraio__pcc_current_unbalance_of_phase_l1__pct
[Palaionaziro_Iraio] PCC PCC current unbalance of phase L2 (%),palaionaziro_iraio__pcc_current_unbalance_of_phase_l2__pct
[Palaionaziro_Iraio] PCC PCC current unbalance of phase L3 (%),palaionaziro_iraio__pcc_current_unbalance_of_phase_l3__pct
[Palaionaziro_Iraio] PCC PCC frequency (Hz),palaionaziro_iraio__pcc_frequency__hz
[Palaionaziro_Iraio] PCC PCC power factor of phase L1 (-),palaionaziro_iraio__pcc_power_factor_of_phase_l1
[Palaionaziro_Iraio] PCC PCC power factor of phase L2 (-),palaionaziro_iraio__pcc_power_factor_of_phase_l2
[Palaionaziro_Iraio] PCC PCC power factor of phase L3 (-),palaionaziro_iraio__pcc_power_factor_of_phase_l3
[Palaionaziro_Iraio] PCC PCC reactive energy export (kVArh),palaionaziro_iraio__pcc_reactive_energy_export__kvarh
[Palaionaziro_Iraio] PCC PCC reactive energy import (kVArh),palaionaziro_iraio__pcc_reactive_energy_import__kvarh
[Palaionaziro_Iraio] PCC PCC total power factor (-),palaionaziro_iraio__pcc_total_power_factor
[Palaionaziro_Iraio] PCC PCC voltage of L1-L2 (Vac),palaionaziro_iraio__pcc_voltage_of_l1_l2__vac
[Palaionaziro_Iraio] PCC PCC voltage of L2-L3 (Vac),palaionaziro_iraio__pcc_voltage_of_l2_l3__vac
[Palaionaziro_Iraio] PCC PCC voltage of L3-L1 (Vac),palaionaziro_iraio__pcc_voltage_of_l3_l1__vac
[Palaionaziro_Iraio] PCC Production active energy export (kWh),palaionaziro_iraio__pcc_production_active_energy_export__kwh
[Palaionaziro_Iraio] PCC Production active energy import (kWh),palaionaziro_iraio__pcc_production_active_energy_import__kwh
[Palaionaziro_Iraio] PCC Production apparent energy (kVAh),palaionaziro_iraio__pcc_production_apparent_energy__kvah
[Palaionaziro_Iraio] PCC Production current of phase L1 (A),palaionaziro_iraio__pcc_production_current_of_phase_l1__a
[Palaionaziro_Iraio] PCC Production current of phase L2 (A),palaionaziro_iraio__pcc_production_current_of_phase_l2__a
[Palaionaziro_Iraio] PCC Production current of phase L3 (A),palaionaziro_iraio__pcc_production_current_of_phase_l3__a
[Palaionaziro_Iraio] PCC Production frequency (Hz),palaionaziro_iraio__pcc_production_frequency__hz
[Palaionaziro_Iraio] PCC Production reactive energy export (kVArh),palaionaziro_iraio__pcc_production_reactive_energy_export__kvarh
[Palaionaziro_Iraio] PCC Production reactive energy import (kVArh),palaionaziro_iraio__pcc_production_reactive_energy_import__kvarh
[Palaionaziro_Iraio] PCC Production total power factor (-),palaionaziro_iraio__pcc_production_total_power_factor
[Palaionaziro_Iraio] PCC Production voltage of L1-L2 (Vac),palaionaziro_iraio__pcc_production_voltage_of_l1_l2__vac
[Palaionaziro_Iraio] PCC Production voltage of L2-L3 (Vac),palaionaziro_iraio__pcc_production_voltage_of_l2_l3__vac
[Palaionaziro_Iraio] PCC Production voltage of L3-L1 (Vac),palaionaziro_iraio__pcc_production_voltage_of_l3_l1__vac
[Palaionaziro_Iraio] PCC Total Production active power (kW),palaionaziro_iraio__pcc_total_production_active_power__kw
[Palaionaziro_Iraio] PCC Total Production apparent power (kVA),palaionaziro_iraio__pcc_total_production_apparent_power__kva
[Palaionaziro_Iraio] PCC Total Production reactive power (kVAr),palaionaziro_iraio__pcc_total_production_reactive_power__kvar
[Palaionaziro_Iraio] Palaionaziro_Iraio Average Irradiance (W*m^-2),palaionaziro_iraio__palaionaziro_iraio_average_irradiance__w_m_2
[Palaionaziro_Iraio] Weather Station Ambient temperature (C),palaionaziro_iraio__weather_station_ambient_temperature__c
[Palaionaziro_Iraio] Weather Station Relative humidity (%),palaionaziro_iraio__weather_station_relative_humidity__pct
[Solar Concept 276 KWp Likovouni] PCC PCC Current THD-R of neutral (%),solar_concept_276_kwp_likovouni__pcc_current_thd_r_of_neutral__pct
[Solar Concept 276 KWp Likovouni] PCC PCC Current THD-R of phase L1 (%),solar_concept_276_kwp_likovouni__pcc_current_thd_r_of_phase_l1__pct
